"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TAVG","TMAX","TMIN"
"MYM00048647","SULTAN ABDUL AZIZ SHAH INTERNATIONAL, MY","3.131","101.549","27.4","1955-06-27",,"79",,
"MYM00048647","SULTAN ABDUL AZIZ SHAH INTERNATIONAL, MY","3.131","101.549","27.4","1955-07-26","0.63","79",,
"MYM00048647","SULTAN ABDUL AZIZ SHAH INTERNATIONAL, MY","3.131","101.549","27.4","1955-08-02","0.20","78",,
"MYM00048647","SULTAN ABDUL AZIZ SHAH INTERNATIONAL, MY","3.131","101.549","27.4","1955-08-19","0.02","80",,
"MYM00048647","SULTAN ABDUL AZIZ SHAH INTERNATIONAL, MY","3.131","101.549","27.4","1955-08-26",,"78",,
"MYM00048647","SULTAN ABDUL AZIZ SHAH INTERNATIONAL, MY","3.131","101.549","27.4","1955-08-30","2.76","75",,
"MYM00048647","SULTAN ABDUL AZIZ SHAH INTERNATIONAL, MY","3.131","101.549","27.4","1955-09-29","0.71","79",,
"MYM00048647","SULTAN ABDUL AZIZ SHAH INTERNATIONAL, MY","3.131","101.549","27.4","1955-10-09","0.01","77",,
"MYM00048647","SULTAN ABDUL AZIZ SHAH INTERNATIONAL, MY","3.131","101.549","27.4","1955-10-12","0.35","81",,
"MYM00048647","SULTAN ABDUL AZIZ SHAH INTERNATIONAL, MY","3.131","101.549","27.4","1955-10-13","0.02","81",,
"MYM00048647","SULTAN ABDUL AZIZ SHAH INTERNATIONAL, MY","3.131","101.549","27.4","1955-11-04","0.12","79",,
"MYM00048647","SULTAN ABDUL AZIZ SHAH INTERNATIONAL, MY","3.131","101.549","27.4","1955-11-08","0.04","79",,
"MYM00048647","SULTAN ABDUL AZIZ SHAH INTERNATIONAL, MY","3.131","101.549","27.4","1955-11-14","0.47","78",,
"MYM00048647","SULTAN ABDUL AZIZ SHAH INTERNATIONAL, MY","3.131","101.549","27.4","1955-12-07","0.04","79",,
"MYM00048647","SULTAN ABDUL AZIZ SHAH INTERNATIONAL, MY","3.131","101.549","27.4","1955-12-13","0.04","75",,
"MYM00048647","SULTAN ABDUL AZIZ SHAH INTERNATIONAL, MY","3.131","101.549","27.4","1955-12-20","1.61","77",,
"MYM00048647","SULTAN ABDUL AZIZ SHAH INTERNATIONAL, MY","3.131","101.549","27.4","1955-12-25","0.12","78",,
"MYM00048647","SULTAN ABDUL AZIZ SHAH INTERNATIONAL, MY","3.131","101.549","27.4","1956-01-02","0.04","76",,
"MYM00048647","SULTAN ABDUL AZIZ SHAH INTERNATIONAL, MY","3.131","101.549","27.4","1956-01-11",,"77",,
"MYM00048647","SULTAN ABDUL AZIZ SHAH INTERNATIONAL, MY","3.131","101.549","27.4","1956-01-12","1.54","77",,
"MYM00048647","SULTAN ABDUL AZIZ SHAH INTERNATIONAL, MY","3.131","101.549","27.4","1956-01-26","0.01","78",,
"MYM00048647","SULTAN ABDUL AZIZ SHAH INTERNATIONAL, MY","3.131","101.549","27.4","1956-02-04","0.55","79",,
