"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TAVG","TMAX","TMIN"
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-05-19","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-05-20","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-05-21","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-05-22","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-05-23","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-05-24","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-05-25","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-05-26","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-05-27","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-05-28","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-05-29","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-05-30","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-05-31","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-06-01","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-06-02","0.15",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-06-03","0.03",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-06-04","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-06-05","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-06-06","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-06-07","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-06-08","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-06-09","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-06-10","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-06-11","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-06-12","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-06-13","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-06-14","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-06-15","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-06-16","0.05",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-06-17","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-06-18","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-06-19","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-06-20","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-06-21","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-06-22","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-06-23","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-06-24","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-06-25","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-06-26","0.27",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-06-27","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-06-28","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-06-29","0.01",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-06-30","0.01",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-07-01","0.47",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-07-02","0.02",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-07-03","0.04",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-07-04","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-07-05","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-07-06","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-07-07","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-07-08","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-07-09","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-07-10","0.04",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-07-11","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-07-12","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-07-13","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-07-14","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-07-15","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-07-16","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-07-17","0.41",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-07-18","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-07-19","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-07-20","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-07-21","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-07-22","0.00",,,
"IN023351400","LUCKNOW AMAUSI, IN","26.75","80.883","128.0","1951-07-23","0.00",,,
